latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
6.3620386,2.4120603,8.0,3600,Africa/Porto-Novo,GMT+1

time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),wind_direction_10m_dominant (°),relative_humidity_2m_mean (%),surface_pressure_mean (hPa),cloud_cover_mean (%),sunshine_duration (s)
2019-05-23,51,30.0,26.6,28.2,1.00,1.00,7.0,18.8,32.4,211,83,1009.7,60,43003.80
2019-05-24,61,29.0,26.9,27.6,4.60,4.60,12.0,13.9,28.4,199,85,1009.9,96,19463.55
2019-05-25,55,29.3,25.8,27.5,4.00,4.00,12.0,16.1,29.5,220,86,1010.4,90,40254.61
2019-05-26,53,29.5,26.6,27.8,2.00,2.00,12.0,17.1,30.6,234,84,1010.4,93,35921.18
2019-05-27,61,29.3,25.0,27.3,11.80,11.80,20.0,20.1,34.6,219,84,1010.2,83,29631.50
2019-05-28,63,28.9,25.3,27.5,7.60,7.60,14.0,18.7,33.1,233,85,1010.0,57,42339.96
2019-05-29,61,28.8,26.0,27.7,5.30,5.30,11.0,23.5,41.4,233,84,1009.7,91,33318.88
2019-05-30,61,27.6,25.0,26.3,5.20,5.20,13.0,17.6,31.3,218,88,1010.4,98,20898.47
2019-05-31,63,26.7,25.0,25.7,35.80,35.80,23.0,13.8,24.5,203,89,1010.6,98,3207.55
2019-06-01,63,27.7,25.0,26.1,15.90,15.90,18.0,15.3,29.9,243,87,1010.8,98,21778.57
2019-06-02,61,29.1,25.7,27.3,3.80,3.80,15.0,19.0,35.3,221,81,1010.9,76,37730.68
2019-06-03,3,29.1,25.7,27.5,0.00,0.00,0.0,18.2,33.5,230,83,1011.8,79,39454.72
2019-06-04,53,28.1,25.8,27.0,3.40,3.40,11.0,22.8,38.5,234,85,1011.6,89,40067.42
2019-06-05,53,28.5,25.6,27.0,2.40,2.40,8.0,25.1,42.5,247,84,1011.2,97,17194.76
2019-06-06,53,28.8,26.0,27.1,2.30,2.30,12.0,25.6,43.9,242,85,1010.9,99,20341.74
2019-06-07,55,27.3,24.6,25.7,4.50,4.50,13.0,20.5,35.6,260,89,1010.8,97,7682.37
2019-06-08,51,28.5,25.4,26.7,1.70,1.70,11.0,20.6,38.2,227,85,1012.3,58,41789.92
2019-06-09,51,27.4,25.4,26.5,2.30,2.30,19.0,19.6,34.2,224,86,1012.5,91,38309.70
2019-06-10,51,28.1,25.8,26.6,2.80,2.80,18.0,19.9,36.4,215,82,1012.0,85,32308.87
2019-06-11,51,27.7,25.2,26.4,0.40,0.40,4.0,20.5,37.1,240,84,1012.2,57,41806.35
2019-06-12,51,28.0,25.4,26.4,0.50,0.50,4.0,21.4,36.7,237,85,1012.6,35,43200.00
2019-06-13,53,27.8,25.4,26.5,2.70,2.70,13.0,23.2,40.0,240,86,1012.9,61,41489.57
2019-06-14,65,26.7,24.4,25.5,111.70,111.70,15.0,23.6,45.7,228,89,1012.5,93,22821.72
2019-06-15,63,26.5,24.9,25.6,24.50,24.50,23.0,21.0,35.3,245,90,1012.7,99,159.76
2019-06-16,53,27.7,25.0,26.2,1.90,1.90,7.0,19.1,35.3,235,88,1013.3,59,43200.00
2019-06-17,51,28.0,25.4,26.4,0.40,0.40,3.0,20.6,36.7,234,87,1013.1,44,43200.00
2019-06-18,51,27.8,25.4,26.5,1.00,1.00,7.0,16.1,33.1,229,87,1013.5,60,38927.27
2019-06-19,51,27.9,25.3,26.6,0.30,0.30,3.0,21.7,35.6,230,88,1012.9,46,43200.00
2019-06-20,61,27.9,25.9,26.5,5.20,5.20,13.0,22.6,39.6,223,88,1013.1,51,42606.20
2019-06-21,51,27.7,25.6,26.4,1.40,1.40,11.0,17.8,32.8,238,87,1013.8,69,38081.11
2019-06-22,51,27.8,25.3,26.5,0.80,0.80,7.0,21.6,38.2,239,87,1012.9,70,38181.16
2019-06-23,53,27.1,25.4,26.2,1.90,1.90,7.0,22.2,35.6,237,87,1011.9,85,37878.13
2019-06-24,53,27.1,24.7,26.0,2.60,2.60,13.0,23.4,42.1,231,86,1012.0,95,39839.66
2019-06-25,53,26.5,24.5,25.4,8.10,8.10,23.0,17.4,32.4,221,90,1012.1,96,19949.24
2019-06-26,61,26.7,24.4,25.4,4.60,4.60,18.0,14.7,27.0,227,89,1013.4,73,42872.47
2019-06-27,51,26.9,24.5,25.6,2.00,2.00,9.0,16.3,31.7,231,87,1012.7,90,38962.65
2019-06-28,61,26.5,24.5,25.5,4.70,4.70,15.0,15.8,31.0,221,87,1012.6,79,37269.36
2019-06-29,51,27.0,24.7,25.8,1.20,1.20,8.0,17.8,33.1,221,88,1012.6,52,43200.00
2019-06-30,51,27.3,25.1,26.0,1.00,1.00,9.0,16.1,28.8,221,87,1013.4,54,42772.88
2019-07-01,61,27.4,25.2,26.1,3.40,3.40,12.0,19.9,34.6,225,87,1012.4,64,42318.76
2019-07-02,51,27.7,25.4,26.4,0.30,0.30,3.0,20.7,37.8,227,87,1010.2,81,41763.21
2019-07-03,53,27.4,25.4,26.3,1.70,1.70,13.0,20.0,36.4,222,88,1010.5,88,42490.07
2019-07-04,61,27.1,24.9,26.0,7.00,7.00,19.0,23.3,40.0,221,87,1011.6,98,25415.04
2019-07-05,53,27.1,25.2,26.0,3.80,3.80,20.0,16.5,29.9,236,87,1012.2,96,17271.22
2019-07-06,51,27.4,24.8,25.9,2.20,2.20,12.0,22.9,40.7,246,87,1011.6,79,40007.86
2019-07-07,51,27.5,25.5,26.2,0.70,0.70,7.0,29.0,48.2,239,85,1011.6,74,40777.93
2019-07-08,53,27.0,24.6,25.6,3.00,3.00,14.0,27.2,46.4,226,85,1012.9,93,30317.29
2019-07-09,51,26.7,25.0,25.7,0.60,0.60,3.0,20.5,35.6,242,85,1014.0,95,18545.06
2019-07-10,51,27.1,25.1,25.9,0.20,0.20,2.0,21.7,38.9,237,85,1013.3,62,43200.00
2019-07-11,63,26.7,25.2,25.8,5.30,5.30,11.0,18.7,32.8,243,87,1012.5,91,12799.95
2019-07-12,63,25.5,23.3,24.6,24.80,24.80,22.0,17.2,30.6,247,89,1012.8,99,0.00
2019-07-13,51,26.4,24.3,25.3,1.40,1.40,11.0,20.2,35.3,226,87,1013.4,76,43148.52
2019-07-14,51,27.1,23.9,25.5,0.10,0.10,1.0,19.4,35.3,232,88,1012.6,66,41700.42
2019-07-15,55,26.3,24.9,25.2,5.60,5.60,14.0,20.3,35.6,240,89,1011.0,91,10590.87
2019-07-16,53,26.0,24.4,25.1,3.80,3.80,17.0,18.2,33.1,227,89,1012.1,95,23005.75
2019-07-17,51,27.1,24.3,25.3,0.40,0.40,2.0,21.9,40.3,235,89,1012.9,59,43200.00
2019-07-18,3,26.7,24.7,25.4,0.00,0.00,0.0,23.7,41.8,235,88,1012.3,87,38847.26
2019-07-19,51,26.8,24.7,25.4,1.00,1.00,7.0,23.4,42.5,238,89,1012.6,97,30778.68
2019-07-20,51,26.2,24.4,25.1,1.80,1.80,13.0,21.4,37.8,240,89,1013.3,85,28811.98
2019-07-21,51,26.4,24.1,25.0,0.60,0.60,4.0,21.2,38.5,231,90,1012.7,54,39843.22
2019-07-22,51,26.8,24.2,25.2,0.90,0.90,7.0,20.1,38.5,224,89,1012.8,73,42501.81
2019-07-23,51,26.3,24.1,25.0,1.40,1.40,11.0,18.6,33.8,220,89,1012.4,86,32753.38
2019-07-24,51,26.5,24.2,25.2,1.30,1.30,11.0,17.8,33.5,228,88,1011.9,38,43200.00
2019-07-25,51,27.1,24.7,25.6,0.40,0.40,3.0,22.3,39.6,237,87,1012.0,64,41861.58
2019-07-26,61,27.0,24.1,25.3,3.50,3.50,12.0,23.5,41.4,241,89,1012.4,93,27728.48
2019-07-27,51,26.8,24.7,25.4,2.80,2.80,15.0,23.2,40.3,230,88,1012.4,93,23385.22
2019-07-28,53,26.4,24.6,25.3,2.40,2.40,16.0,24.5,44.3,237,87,1012.1,78,39485.18
2019-07-29,51,26.6,24.7,25.3,0.70,0.70,5.0,22.1,38.9,233,87,1012.5,91,34144.75
2019-07-30,51,26.3,24.4,25.2,1.30,1.30,10.0,22.1,40.3,227,88,1012.8,94,38176.51
2019-07-31,51,26.4,24.3,25.1,0.60,0.60,5.0,20.4,36.4,233,88,1012.4,74,34207.60
2019-08-01,51,26.3,24.2,25.0,0.30,0.30,3.0,24.5,45.0,240,88,1012.1,52,40435.52
2019-08-02,51,26.4,24.1,25.0,1.30,1.30,9.0,24.6,43.6,238,87,1012.6,75,38668.95
2019-08-03,51,26.2,24.3,25.1,1.60,1.60,12.0,26.1,45.0,235,87,1013.3,63,40409.60
2019-08-04,51,26.3,23.8,24.8,0.30,0.30,3.0,20.7,39.2,236,88,1014.0,52,42191.92
2019-08-05,3,26.3,23.7,24.9,0.00,0.00,0.0,20.1,36.7,234,87,1014.0,91,40267.83
2019-08-06,51,26.5,24.2,25.1,0.50,0.50,5.0,21.0,38.5,230,87,1014.7,61,40607.98
2019-08-07,51,26.4,24.0,25.0,0.70,0.70,6.0,21.1,38.2,235,88,1015.1,51,43200.00
2019-08-08,51,26.6,24.4,25.2,0.10,0.10,1.0,25.2,44.6,238,86,1014.5,83,34291.77
2019-08-09,51,26.5,24.1,25.1,1.00,1.00,7.0,24.4,42.8,234,87,1014.9,57,42596.75
2019-08-10,51,26.5,24.3,25.3,0.70,0.70,5.0,22.7,41.8,229,87,1015.1,52,43200.00
2019-08-11,51,26.6,24.2,25.2,0.50,0.50,5.0,24.9,45.0,237,86,1014.2,29,43200.00
2019-08-12,3,26.7,24.5,25.4,0.00,0.00,0.0,23.6,43.9,235,83,1012.8,52,42150.42
2019-08-13,51,26.8,24.7,25.5,0.60,0.60,4.0,23.8,41.8,231,83,1012.4,67,39907.96
2019-08-14,51,27.0,24.6,25.6,0.30,0.30,3.0,20.7,37.8,222,83,1013.5,44,43200.00
2019-08-15,51,27.1,24.6,25.6,0.90,0.90,5.0,21.7,39.6,223,86,1013.6,52,43200.00
2019-08-16,51,27.1,24.8,25.8,0.60,0.60,6.0,24.0,42.5,230,84,1012.6,60,43200.00
2019-08-17,51,27.2,24.8,25.8,0.50,0.50,3.0,22.7,41.4,231,83,1012.1,66,43200.00
2019-08-18,51,27.1,24.8,25.8,0.40,0.40,3.0,23.2,42.5,227,84,1011.6,51,43200.00
2019-08-19,51,27.1,24.9,25.9,0.90,0.90,6.0,25.4,46.1,232,85,1011.8,81,37111.61
2019-08-20,51,26.9,24.5,25.6,1.40,1.40,12.0,22.1,40.3,222,87,1012.4,77,43157.40
2019-08-21,51,27.0,24.7,25.6,1.20,1.20,8.0,21.7,38.9,230,86,1012.9,87,35579.60
2019-08-22,51,27.2,24.6,25.7,1.30,1.30,9.0,25.5,44.3,238,85,1012.6,72,42572.75
2019-08-23,55,27.0,24.9,25.7,2.20,2.20,9.0,28.3,49.0,230,85,1013.8,81,34198.98
2019-08-24,51,27.1,24.8,25.7,0.30,0.30,3.0,21.9,41.4,228,85,1014.0,79,40269.91
2019-08-25,53,26.9,24.2,25.4,3.90,3.90,16.0,21.2,38.2,229,85,1014.2,75,30846.01
2019-08-26,53,26.8,24.7,25.5,1.30,1.30,9.0,21.8,39.6,230,86,1014.0,87,30401.23
2019-08-27,51,27.2,24.2,25.5,0.90,0.90,8.0,20.6,40.3,229,86,1013.6,86,36000.00
2019-08-28,53,27.0,24.7,25.6,3.10,3.10,12.0,20.9,38.2,229,85,1013.2,87,36179.42
2019-08-29,51,28.1,24.1,25.7,0.40,0.40,4.0,19.2,37.4,225,86,1013.2,45,42928.75
2019-08-30,55,27.5,24.7,25.7,3.30,3.30,10.0,17.5,31.7,234,87,1012.7,88,23261.09
2019-08-31,61,27.3,23.8,25.4,8.10,8.10,12.0,23.7,40.7,237,88,1011.5,74,35470.38
2019-09-01,61,26.7,24.8,25.5,10.60,10.60,18.0,26.7,45.4,230,87,1010.6,97,14719.32
2019-09-02,55,26.8,24.4,25.4,4.50,4.50,16.0,20.5,39.2,219,88,1011.8,71,41730.69
2019-09-03,51,27.1,24.6,25.6,1.20,1.20,8.0,18.5,33.1,221,86,1013.1,83,38362.26
2019-09-04,53,26.8,24.0,25.3,5.70,5.70,14.0,18.9,33.5,249,89,1012.6,92,20769.67
2019-09-05,51,26.9,25.0,25.7,1.00,1.00,6.0,23.6,42.8,231,88,1012.3,88,36949.60
2019-09-06,55,27.1,24.9,25.6,5.10,5.10,14.0,19.7,36.0,233,88,1012.6,87,33541.75
2019-09-07,61,26.6,24.4,25.4,7.80,7.80,19.0,18.9,33.1,234,88,1012.7,79,34643.75
2019-09-08,53,26.9,24.4,25.4,3.10,3.10,15.0,18.6,33.5,231,88,1013.7,77,39560.46
2019-09-09,51,27.3,24.7,25.8,0.90,0.90,7.0,20.8,37.8,239,86,1013.6,88,37663.53
2019-09-10,55,27.4,24.6,25.8,3.40,3.40,10.0,25.1,47.9,243,87,1012.5,94,22691.55
2019-09-11,61,27.0,24.7,25.6,9.70,9.70,23.0,21.5,38.2,238,88,1011.4,99,19223.46
2019-09-12,61,26.7,24.4,25.4,9.20,9.20,20.0,18.8,36.0,210,88,1011.8,74,36293.63
2019-09-13,53,27.0,24.0,25.7,2.00,2.00,10.0,16.6,31.3,212,87,1012.7,57,42472.61
2019-09-14,51,27.5,25.2,26.1,0.90,0.90,6.0,19.4,34.2,230,87,1011.9,89,34828.41
2019-09-15,51,27.7,24.8,26.0,1.90,1.90,10.0,20.0,38.2,231,87,1011.4,92,37078.68
2019-09-16,51,28.0,25.1,26.3,1.10,1.10,11.0,19.3,34.9,230,87,1011.0,58,42380.87
2019-09-17,63,27.8,24.8,26.3,13.00,13.00,15.0,21.8,41.4,245,86,1010.6,83,37561.22
2019-09-18,61,27.6,24.2,25.6,13.00,13.00,22.0,19.6,38.9,258,88,1011.0,93,36954.75
2019-09-19,63,26.1,24.5,25.4,15.40,15.40,17.0,17.9,29.2,217,90,1011.0,98,8016.94
2019-09-20,55,27.5,24.4,25.9,4.40,4.40,14.0,14.6,27.4,188,88,1011.7,84,22929.00
2019-09-21,51,28.0,24.4,26.2,0.50,0.50,5.0,17.9,34.2,222,87,1011.5,54,40138.54
2019-09-22,51,27.6,25.5,26.4,1.70,1.70,10.0,20.0,35.6,227,86,1011.0,74,40427.56
2019-09-23,3,28.1,24.9,26.5,0.00,0.00,0.0,16.6,31.0,220,86,1011.3,46,41558.04
2019-09-24,61,28.4,24.8,26.4,1.40,1.40,2.0,18.9,35.3,238,86,1011.6,88,40186.43
2019-09-25,51,28.3,25.8,26.7,0.10,0.10,1.0,21.4,38.5,230,86,1011.3,64,40294.56
2019-09-26,51,28.2,25.7,26.8,1.20,1.20,7.0,21.3,38.5,233,85,1011.8,69,39600.00
2019-09-27,61,28.1,25.6,26.5,8.00,8.00,16.0,19.8,35.3,236,86,1011.5,87,29056.71
2019-09-28,61,26.5,24.7,25.7,10.20,10.20,18.0,17.6,32.0,227,89,1011.6,100,3392.56
2019-09-29,53,27.3,24.9,25.9,2.70,2.70,11.0,20.8,35.3,228,88,1011.3,97,9238.59
2019-09-30,53,27.3,25.7,26.3,3.30,3.30,13.0,23.0,39.6,229,87,1010.1,87,30821.63
2019-10-01,61,26.4,24.5,25.3,17.80,17.80,23.0,17.7,29.2,210,88,1010.1,96,8603.20
2019-10-02,63,26.4,24.1,25.1,21.90,21.90,15.0,21.6,37.4,227,90,1011.1,95,19077.90
2019-10-03,53,28.4,24.1,25.8,1.00,1.00,2.0,15.1,26.6,254,88,1010.5,70,40096.98
2019-10-04,61,27.1,24.7,25.6,6.10,6.10,14.0,13.7,28.4,224,90,1009.5,95,16823.30
2019-10-05,65,26.4,23.8,24.7,150.00,150.00,24.0,18.2,39.6,233,91,1010.1,99,3458.23
2019-10-06,61,27.6,24.1,25.7,4.50,4.50,13.0,17.8,32.0,245,88,1010.5,92,36310.76
2019-10-07,61,27.3,25.0,25.9,8.20,8.20,18.0,23.7,40.3,240,88,1009.4,97,22774.78
2019-10-08,63,26.6,24.4,25.4,14.80,14.80,21.0,25.1,42.5,243,89,1009.5,99,11408.62
2019-10-09,61,26.5,24.8,25.6,9.60,9.60,22.0,20.3,37.1,234,88,1009.5,94,34585.11
2019-10-10,53,27.7,24.9,26.0,3.40,3.40,20.0,20.2,34.9,224,88,1008.9,96,28662.51
2019-10-11,61,26.9,25.0,25.7,8.10,8.10,21.0,16.9,31.7,209,88,1009.4,89,29145.00
2019-10-12,65,25.7,24.3,24.8,53.20,53.20,22.0,14.6,31.0,187,91,1010.6,98,2290.43
2019-10-13,53,28.5,23.3,25.6,0.90,0.90,4.0,15.0,28.4,270,88,1010.5,86,39600.00
2019-10-14,51,28.6,24.8,26.5,0.70,0.70,3.0,20.8,37.4,233,88,1010.1,34,39600.00
2019-10-15,61,27.5,24.6,26.3,5.30,5.30,9.0,15.3,28.8,222,86,1010.9,88,27828.76
2019-10-16,53,27.8,25.2,26.5,1.90,1.90,11.0,20.7,36.4,228,88,1011.2,74,39600.00
2019-10-17,51,28.0,25.5,26.6,2.10,2.10,11.0,18.6,33.8,236,87,1010.7,87,35852.58
2019-10-18,61,27.2,24.3,25.7,7.50,7.50,14.0,12.0,28.8,225,88,1010.1,95,18571.30
2019-10-19,63,26.7,24.8,25.4,15.50,15.50,23.0,20.2,33.8,216,89,1009.6,96,22208.98
2019-10-20,63,26.4,24.6,25.4,12.60,12.60,22.0,20.9,37.8,216,89,1010.9,97,11313.71
2019-10-21,51,27.6,24.5,26.0,1.60,1.60,12.0,14.0,27.0,228,86,1011.0,50,39639.46
2019-10-22,51,28.5,24.9,26.5,0.10,0.10,1.0,17.0,31.0,245,87,1009.2,92,39600.00
2019-10-23,61,27.9,24.9,26.2,5.80,5.80,16.0,16.4,33.1,227,88,1008.8,90,17157.45
2019-10-24,61,27.9,25.0,26.2,6.40,6.40,14.0,13.3,24.8,245,88,1009.8,91,29876.47
2019-10-25,53,27.4,24.8,26.0,4.00,4.00,13.0,12.7,38.5,242,89,1010.1,84,33731.47
2019-10-26,63,27.7,25.1,26.1,12.20,12.20,17.0,12.6,25.6,216,88,1010.5,98,34773.31
2019-10-27,63,27.2,24.8,25.8,12.80,12.80,17.0,12.3,25.2,215,88,1010.6,96,34755.35
2019-10-28,63,26.8,24.1,25.5,10.70,10.70,19.0,11.7,23.4,255,88,1010.0,98,7150.80
2019-10-29,51,27.5,24.5,26.0,0.90,0.90,7.0,12.7,24.8,182,86,1009.2,64,39600.00
2019-10-30,51,27.7,24.4,26.2,2.10,2.10,14.0,16.9,31.0,190,86,1009.9,55,39600.00
2019-10-31,51,28.6,25.3,26.9,0.10,0.10,1.0,10.7,23.8,207,82,1010.7,59,39600.00
2019-11-01,3,28.9,25.2,27.0,0.00,0.00,0.0,13.7,31.0,213,86,1009.8,34,39600.00
2019-11-02,61,28.4,26.0,27.0,5.00,5.00,9.0,12.0,32.4,205,86,1009.3,53,39600.00
2019-11-03,63,28.0,24.7,26.4,13.70,13.70,11.0,9.3,29.2,137,85,1011.0,84,27592.43
2019-11-04,3,28.7,24.4,26.7,0.00,0.00,0.0,14.2,27.0,209,87,1011.0,31,39600.00
2019-11-05,51,28.5,26.1,27.2,1.10,1.10,7.0,12.3,28.1,201,85,1011.2,59,37412.91
2019-11-06,53,29.1,25.4,27.3,1.40,1.40,7.0,13.9,28.8,221,86,1009.6,40,38857.52
2019-11-07,51,28.9,26.4,27.5,1.40,1.40,7.0,12.2,29.2,207,86,1008.9,19,39600.00
2019-11-08,51,29.0,25.9,27.5,0.60,0.60,5.0,11.5,30.2,180,85,1008.7,19,39600.00
2019-11-09,53,29.5,26.2,27.6,1.80,1.80,4.0,15.6,32.8,210,86,1008.8,54,38770.30
2019-11-10,65,28.1,25.8,26.8,17.70,17.70,12.0,15.7,29.5,179,88,1009.3,94,16262.66
2019-11-11,55,29.1,25.6,27.0,2.70,2.70,8.0,12.2,31.3,244,88,1008.1,74,35318.51
2019-11-12,55,29.1,26.2,27.6,2.70,2.70,11.0,11.7,27.4,201,84,1007.7,42,39600.00
2019-11-13,51,29.2,25.0,27.4,1.60,1.60,9.0,8.7,24.5,181,85,1008.1,50,38281.68
2019-11-14,61,30.4,25.4,27.7,2.70,2.70,3.0,14.9,27.7,230,84,1008.5,85,36561.56
2019-11-15,51,29.6,26.4,28.1,0.80,0.80,5.0,12.8,30.2,212,83,1008.3,76,39600.00
2019-11-16,51,29.5,26.5,27.8,1.00,1.00,5.0,13.2,27.0,219,85,1008.1,90,38161.04
2019-11-17,53,29.3,27.2,28.1,1.70,1.70,6.0,11.6,31.7,207,85,1008.2,52,39600.00
2019-11-18,51,29.1,27.2,28.0,0.50,0.50,2.0,13.8,28.4,216,86,1008.2,20,39600.00
2019-11-19,51,29.3,27.0,28.0,0.30,0.30,3.0,14.5,31.3,220,85,1008.9,56,39600.00
2019-11-20,51,30.0,26.6,28.2,0.70,0.70,4.0,16.5,28.8,222,85,1009.0,59,37234.33
2019-11-21,53,29.4,27.0,27.9,1.90,1.90,6.0,17.0,34.2,222,84,1009.6,96,15014.27
2019-11-22,51,29.7,25.8,27.6,0.50,0.50,3.0,14.4,27.4,168,81,1009.9,78,35521.10
2019-11-23,51,29.9,26.3,28.1,0.30,0.30,2.0,12.3,32.8,186,82,1009.6,18,39600.00
2019-11-24,51,29.3,26.9,28.0,1.20,1.20,6.0,13.2,25.9,210,83,1009.5,39,39600.00
2019-11-25,51,29.9,26.7,28.2,1.10,1.10,7.0,14.5,29.9,224,83,1009.6,73,39593.08
2019-11-26,51,29.6,27.1,28.3,0.50,0.50,5.0,14.9,29.5,222,85,1009.2,36,39600.00
2019-11-27,51,29.6,26.9,28.2,0.60,0.60,5.0,14.7,28.8,218,84,1009.1,28,39600.00
2019-11-28,53,29.5,26.8,28.1,1.90,1.90,7.0,15.2,28.4,215,85,1009.4,73,39415.42
2019-11-29,51,29.9,26.5,28.0,0.50,0.50,5.0,15.2,26.3,203,86,1009.7,31,39475.64
2019-11-30,1,30.0,26.3,28.2,0.00,0.00,0.0,17.6,31.7,219,86,1009.3,7,39600.00
2019-12-01,51,29.6,26.7,28.1,0.20,0.20,2.0,15.5,27.0,223,84,1009.5,69,27181.46
2019-12-02,53,29.4,26.9,28.2,1.20,1.20,6.0,16.5,31.3,227,84,1009.4,79,37940.46
2019-12-03,53,29.4,26.5,28.0,0.80,0.80,3.0,15.0,28.8,219,86,1009.2,54,39541.60
2019-12-04,53,29.4,26.6,27.8,0.80,0.80,2.0,15.9,30.2,213,87,1009.1,57,26385.44
2019-12-05,55,29.3,26.3,27.8,1.90,1.90,4.0,12.7,25.2,213,85,1008.7,41,38645.90
2019-12-06,63,28.6,26.0,27.4,5.80,5.80,5.0,10.9,24.8,231,86,1009.5,72,25166.67
2019-12-07,51,28.9,25.8,27.6,1.60,1.60,6.0,13.8,31.7,214,85,1009.6,52,37409.52
2019-12-08,51,29.4,26.3,27.7,0.90,0.90,5.0,13.0,28.4,212,84,1009.6,26,39283.15
2019-12-09,51,29.2,26.6,27.9,0.90,0.90,6.0,15.1,30.2,215,83,1009.7,19,37705.01
2019-12-10,53,29.4,25.8,27.7,1.50,1.50,4.0,19.2,33.8,221,86,1009.1,20,38592.04
2019-12-11,51,28.6,26.1,27.4,0.40,0.40,4.0,14.4,25.2,205,86,1009.2,32,38869.02
2019-12-12,51,29.2,25.8,27.6,1.30,1.30,9.0,12.2,27.0,176,82,1009.5,43,38293.08
2019-12-13,51,28.9,25.4,27.3,0.10,0.10,1.0,12.9,22.0,202,86,1010.0,37,35468.64
2019-12-14,51,29.5,25.4,27.5,0.50,0.50,4.0,12.8,24.8,170,85,1010.6,48,35430.45
2019-12-15,51,29.2,26.3,27.6,1.00,1.00,4.0,12.6,26.3,186,86,1009.9,31,37810.53
2019-12-16,51,30.6,25.8,27.9,0.20,0.20,1.0,17.0,31.3,206,85,1008.0,89,36951.21
2019-12-17,51,30.2,26.5,28.2,0.40,0.40,3.0,18.3,31.3,216,85,1008.2,68,38626.37
2019-12-18,51,30.1,26.1,28.2,0.10,0.10,1.0,18.1,31.7,212,85,1009.0,42,38698.18
2019-12-19,51,30.5,26.0,28.1,0.60,0.60,2.0,17.3,31.0,208,84,1009.7,51,37327.78
2019-12-20,51,30.4,26.6,28.4,0.40,0.40,4.0,18.3,31.3,215,85,1009.4,12,38601.26
2019-12-21,51,29.7,27.1,28.2,0.30,0.30,1.0,16.4,27.4,201,83,1010.3,23,38175.67
2019-12-22,51,30.7,26.0,28.2,0.40,0.40,2.0,14.6,29.5,190,82,1010.3,12,38239.70
2019-12-23,51,32.3,25.0,27.7,0.40,0.40,1.0,15.5,31.3,227,76,1009.9,10,38782.51
2019-12-24,1,30.5,23.8,27.4,0.00,0.00,0.0,16.2,31.3,188,76,1009.7,1,38795.50
2019-12-25,2,30.3,24.4,27.5,0.00,0.00,0.0,14.8,28.8,215,81,1009.9,4,37537.85
2019-12-26,2,30.4,25.2,27.8,0.00,0.00,0.0,17.3,31.0,212,81,1009.5,5,37296.36
2019-12-27,1,31.2,25.2,28.0,0.00,0.00,0.0,16.6,30.2,203,82,1009.2,4,38379.42
2019-12-28,1,30.8,25.0,27.7,0.00,0.00,0.0,16.3,30.6,206,82,1009.0,4,37614.57
2019-12-29,2,32.8,24.9,27.9,0.00,0.00,0.0,17.0,31.7,209,77,1008.1,7,37357.04
2019-12-30,3,32.1,24.2,27.4,0.00,0.00,0.0,15.5,32.0,217,76,1008.2,40,37606.14
2019-12-31,2,31.0,23.7,27.2,0.00,0.00,0.0,15.3,30.6,173,75,1008.7,27,36840.62
2020-01-01,3,31.8,23.4,27.1,0.00,0.00,0.0,13.8,27.4,190,68,1009.2,58,37594.96
2020-01-02,3,31.9,22.0,26.5,0.00,0.00,0.0,17.2,31.0,31,52,1010.2,51,38094.85
2020-01-03,3,31.9,21.9,26.3,0.00,0.00,0.0,18.4,32.8,14,40,1011.1,40,37835.49
2020-01-04,3,31.9,21.0,25.5,0.00,0.00,0.0,19.1,32.8,15,45,1011.3,74,37576.10
2020-01-05,3,30.9,21.2,25.8,0.00,0.00,0.0,12.7,24.8,87,55,1010.0,81,37408.26
2020-01-06,3,31.7,22.4,26.7,0.00,0.00,0.0,16.2,31.3,182,65,1009.1,52,37057.46
2020-01-07,3,31.0,22.8,26.8,0.00,0.00,0.0,16.2,31.0,214,71,1008.8,51,37050.04
2020-01-08,2,30.6,24.3,27.1,0.00,0.00,0.0,17.4,33.1,221,79,1009.7,25,34534.48
2020-01-09,3,30.3,24.6,27.3,0.00,0.00,0.0,17.3,31.7,214,85,1009.7,66,37033.67
2020-01-10,51,29.7,26.7,27.8,0.10,0.10,1.0,15.3,30.6,209,85,1011.1,54,34819.78
2020-01-11,53,29.0,26.5,27.6,1.70,1.70,8.0,18.8,35.3,213,85,1011.7,43,34669.44
2020-01-12,3,29.9,25.3,27.5,0.00,0.00,0.0,11.8,26.6,215,86,1010.7,23,36256.79
2020-01-13,2,29.7,26.5,27.8,0.00,0.00,0.0,16.0,27.7,212,87,1008.7,26,36032.30
2020-01-14,51,30.8,26.2,27.9,0.40,0.40,2.0,16.5,32.4,227,86,1007.9,12,35234.57
2020-01-15,3,29.9,26.0,27.8,0.00,0.00,0.0,19.7,36.0,230,86,1008.2,34,36252.03
2020-01-16,1,31.0,26.5,28.2,0.00,0.00,0.0,18.6,33.1,224,85,1009.7,14,36469.50
2020-01-17,1,30.9,26.3,28.2,0.00,0.00,0.0,20.1,36.0,211,85,1010.7,10,36707.79
2020-01-18,51,31.8,26.1,28.1,0.10,0.10,1.0,17.7,34.6,205,84,1010.9,10,36455.58
